# Excluded records with reason (spec v1.0 section 2)
# run date: 2026-08-24
stage	pmid	doi	year	title	reason	basis
2_pan_cancer_no_NPC	NOT_FOUND	10.21203/rs.3.rs-4904750/v1	2024	Unveiling immunological and prognostic potential of FBXO2 in BC based on Pan-Cancer and Single cell analyses	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40952000	10.1128/msystems.01146-25	2025	Effect of immune-related intratumoral microbiota and host gene expression on cancer prognosis.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	42305506	10.21037/tcr-2025-1-2842	2026	WT1-AS acts as a tumor suppressor in cervical cancer via OSR2-mediated transcriptional activation.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40607924	10.1097/js9.0000000000002903	2025	Pan-cancer multi-omics profiling of MS4A2 unveils its functional landscape in lung adenocarcinoma.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40685720	10.2174/0109298673344143250604061421	2025	NPLOC4 constructs tumor immunosuppressive microenvironment in pan-cancer and hepatocellular carcinoma.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41122166	10.3389/fimmu.2025.1672312	2025	Pan-cancer convergence of tumour-immune microenvironment motifs revealed by CyTOF and imaging mass cytometry.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39898257	10.7150/ijms.104488	2025	Comprehensive Pan-Cancer Analysis of RAC1 Decoding the Impact on Cancer Prognosis and B cell immune Regulation.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	42311838	10.2147/bctt.s578930	2026	Pan-Cancer Analysis of a Depression-Related Gene Signature Identifies an Immunosuppressive Tumor Microenvironment and Links to Immunotherapy Response in Breast 	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.1101/2023.12.03.569806	2023	Landscape and functional repertoires of long noncoding RNAs in the pan-cancer tumor microenvironment using single-nucleus total RNA sequencing	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38584831	10.1515/med-2024-0929	2024	Pan-cancer and single-cell analysis of actin cytoskeleton genes related to disulfidptosis.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40597269	10.1186/s12967-025-06763-1	2025	Hsa_circ_0016662 acts as a prognostic biomarker and promotes the progression of hepatocellular carcinoma via autophagy regulation.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38148640	10.1002/ctm2.1516	2023	The molecular classification of cancer-associated fibroblasts on a pan-cancer single-cell transcriptional atlas.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39562405	10.1007/s12672-024-01516-w	2024	GLN2 as a key biomarker and therapeutic target: evidence from a comprehensive pan-cancer study using molecular, functional, and bioinformatic analyses.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40011350	10.1007/s12017-024-08827-9	2025	Annexin A's Life in Pan-Cancer: Especially in Glioma Immune Cells.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38687460	10.1007/s11011-023-01333-0	2024	Glioma hexokinase 3 positively correlates with malignancy and macrophage infiltration.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39495620	10.1002/biof.2142	2025	Navigating the immune landscape with plasma cells: A pan-cancer signature for precision immunotherapy.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40406129	10.3389/fimmu.2025.1587545	2025	Translating genetics into tissue: inflammatory cytokine-producing TAMs and PD-L1 tumor expression as poor prognosis factors in cutaneous melanoma.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	37313807	10.12122/j.issn.1673-4254.2023.05.01	2023	[FARSB stratifies prognosis and cold tumor microenvironment across different cancer types: an integrated single cell and bulk RNA sequencing analysis].	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39923580	10.1016/j.intimp.2025.114105	2025	A comprehensive pan-cancer examination of transcription factor MAFF: Oncogenic potential, prognostic relevance, and immune landscape dynamics.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39832113	10.1007/s12672-025-01801-2	2025	Pan-cancer analysis and single-cell analysis identifies the CENPN as a biomarker for survival prognosis and immunotherapy.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	36248785	10.3389/fimmu.2022.998266	2022	Pan-cancer analysis of AIM2 inflammasomes with potential implications for immunotherapy in human cancer: A bulk omics research and single cell sequencing valida	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39611512	10.3892/mmr.2024.13406	2025	Role of CALCR expression in liver cancer: Implications for the immunotherapy response.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38969631	10.1038/s41467-024-49885-8	2024	Using a pan-cancer atlas to investigate tumour associated macrophages as regulators of immunotherapy response.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39021988	10.1016/j.heliyon.2024.e33206	2024	Comprehensive analysis and experimental verification reveal the molecular characteristics of EGLN3 in pan-cancer and its relationship with the proliferation and	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39343871	10.1186/s12935-024-03515-x	2024	Pan-cancer analysis reveals that TK1 promotes tumor progression by mediating cell proliferation and Th2 cell polarization.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	36405728	10.3389/fimmu.2022.994828	2022	Pan-cancer analysis identifies migrasome-related genes as a potential immunotherapeutic target: A bulk omics research and single cell sequencing validation.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38171966	10.1016/j.tig.2023.12.005	2024	Uncovering dark matter in cancer by identifying epigenetic drivers.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40879845	10.1007/s12672-025-03326-0	2025	KLB as a potential prognostic biomarker and therapeutic target in colorectal cancer: insights from multi omics and single cell analyses.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40091073	10.1007/s12672-025-02094-1	2025	Pan-cancer analysis and experimental verification of cytochrome B561 as a prognostic and therapeutic biomarker in breast cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40070661	10.52601/bpr.2024.240053	2025	Advancements in proteogenomics for preclinical targeted cancer therapy research.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41364407	10.1007/s12672-025-04139-x	2025	Investigation of the pan-cancer property of SDC1 and its expression pattern affected patients' overall survival for breast cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38714579	10.1007/s00262-024-03714-5	2024	Integrative analysis of single-cell and bulk RNA sequencing unveils a machine learning-based pan-cancer major histocompatibility complex-related signature for p	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40993629	10.1186/s12967-025-07033-w	2025	CCDC137 knockdown suppresses bladder cancer progression by downregulating SCD.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38970067	10.1186/s40001-024-01948-8	2024	Establishment of an ovarian cancer exhausted CD8+T cells-related genes model by integrated analysis of scRNA-seq and bulk RNA-seq.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	NOT_FOUND	2023	Selenium metabolism heterogeneity in pan-cancer: insights from bulk and single-cell RNA sequencing	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39934677	10.1186/s12885-025-13608-z	2025	Tendomodulin in pan-cancer analysis: exploring its impact on immune modulation and uncovering functional insights in colorectal cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.1101/2024.08.12.607523	2024	Unraveling lncRNA Diversity at a Single Cell Resolution and in a Spatial Context across Different Cancer Types	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41194934	10.3389/fimmu.2025.1681887	2025	MFSD12 promotes proliferation, metastasis and invasion of hepatocellular carcinoma cells and its potential correlation with HAVCR2/LGALS9 immune checkpoint axis	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40382612	10.1186/s12905-025-03750-y	2025	Metabolism-associated marker gene-based predictive model for prognosis, targeted therapy, and immune landscape in ovarian cancer: an integrative analysis of sin	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41112257	10.3389/fimmu.2025.1682724	2025	CHMP4A in hepatocellular carcinoma: exploring its role in tumor progression, immune modulation, and potential link to TIM3 checkpoint.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	42482342	10.1002/ctm2.70742	2026	Pan-cancer atlas of cellular architecture reveals a nearest-neighbour distance-associated biomechanical-immune axis involving CD4+ memory T cells.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41549136	10.1038/s41598-026-36388-3	2026	3'-phosphoadenosine 5'-phosphosulfate synthetase 2 (PAPSS2) is a potential diagnostic and prognostic biomarker in colon adenocarcinoma.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.21203/rs.3.rs-7125983/v1	2025	Comprehensive pan-cancer multi-omics analysis of PSMB7 reveals its prognostic significance and oncogenic role with experimental validation in lung and gastric c	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40129060	10.1002/cnr2.70188	2025	A Comprehensive Analysis of Epoxide Hydrolase 2 (EPHX2) in Pan-Cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38112449	10.1002/tox.24095	2024	Bioinformatics analyses and experimental validation of the role of phagocytosis in low-grade glioma.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41218854	10.1136/jitc-2025-012860	2025	Mapping B cells and the immune landscape of tertiary lymphoid structures reveals their clinical impact in neuroblastoma.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38682182	10.31083/j.fbl2904151	2024	Multi-Omics Pan-Cancer Analysis of Procollagen N-Propeptidase Gene Family of ADAMTS as Novel Biomarkers to Associate with Prognosis, Tumor Immune Microenvironme	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41667240	10.1136/gutjnl-2025-337606	2026	SDC1&lt;sup&gt;+&lt;/sup&gt; CAFs secreting CTGF drive tumour metastasis via FGFR3 signalling in cancers.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39773040	10.2174/0109298673344310241216042749	2026	Unveiling the Role of SLC6A17 in Lung Adenocarcinoma: Prognosis, Pathways, and Therapeutic Implications.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38740918	10.1038/s41598-024-61629-8	2024	Integrated single-cell and bulk RNA-Seq analysis enhances prognostic accuracy of PD-1/PD-L1 immunotherapy response in lung adenocarcinoma through necroptotic an	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40295550	10.1038/s41598-025-96389-6	2025	Pan-cancer analysis of GJB5 as a novel prognostic and immunological biomarker.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40504320	10.1007/s12672-025-02934-0	2025	Comprehensive analysis of SELPLG as a potential immunotherapy target and prognostic biomarker in oncology.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40493100	10.1007/s12672-025-02666-1	2025	Multi-omics analysis of tumor necrosis factor superfamily 4 reveals its prognostic value with T cell exhaustion feature in cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40599775	10.3389/fimmu.2025.1602831	2025	Identification of anoikis-related subtypes and a risk score prognosis model, the association with TME landscapes and therapeutic responses in hepatocellular car	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39895799	10.7150/jca.104424	2025	Integrated Multi-omics Data Analysis and In Vitro Validation Reveal the Crucial Role of Glycogen Metabolism in Gastric Cancer.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39404431	10.3390/cells13191669	2024	Cancer-Associated Fibroblast Subtypes Reveal Distinct Gene Signatures in the Tumor Immune Microenvironment of Vestibular Schwannoma.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39525018	10.21037/tcr-24-556	2024	The pan-cancer landscape of crosstalk between leukocyte transendothelial migration-related genes and tumor microenvironment relevant to prognosis and immunother	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41040664	10.3389/fgene.2025.1658299	2025	Panoramic analysis of the biological function and clinical value of SLC38A2 in human cancers: a study based on pan-cancer and single-cell analysis.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40383861	10.1007/s12672-025-02660-7	2025	Alcohol consumption and esophageal cancer risk: unveiling DLEU2 as a key immune modulator through Mendelian randomization and transcriptomic analysis.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	34966676	10.3389/fonc.2021.769393	2021	Different Glucose Metabolic Features According to Cancer and Immune Cells in the Tumor Microenvironment.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40898538	10.1097/md.0000000000044142	2025	Identification of potential hub genes and molecular mechanisms in breast cancer microenvironment: A comprehensive transcriptomics approach.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41862916	10.1186/s12967-026-08022-3	2026	Deciphering lung adenocarcinoma heterogeneity: a multi-omics approach reveals nuclear division fibroblasts as prognosticators and therapeutic targets.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39308687	10.7150/jca.98240	2024	Pan-cancer analysis of the role of α2C-adrenergic receptor (ADRA2C) in human tumors and validation in glioblastoma multiforme models.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40419082	10.1016/j.canlet.2025.217822	2025	CDC34 suppresses macrophage phagocytic activity and predicts poor response to immune checkpoint inhibitor in cancers.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39507409	10.2147/ott.s476179	2024	Comprehensive Pan-Cancer Analysis of the Prognostic Role of KLF Transcription Factor 2 (KLF2) in Human Tumors.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.1101/2025.06.11.658673	2025	Towards interpretable molecular and spatial analysis of the tumor microenvironment from digital histopathology images with HistoTME-v2	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39341281	10.1016/j.modpat.2024.100627	2025	POU4F3 Is a Sensitive and Specific Marker of Merkel Cell Carcinoma.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38819212	10.18632/aging.205863	2024	Comprehensive analysis to identify PUS7 as a prognostic biomarker from pan-cancer analysis to osteosarcoma validation.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40274385	10.1631/jzus.b2300679	2025	Single-cell and spatial transcriptomic analysis reveals that an immune cell-related signature could predict clinical outcomes for microsatellite-stable colorect	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	37580402	10.1007/s00432-023-05268-y	2023	Integrated single-cell and bulk sequencing analyses with experimental validation identify the prognostic and immunological implications of CD226 in pan-cancer.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38054018	10.7717/peerj.16221	2023	Identification of cytokine-induced cell communications by pan-cancer meta-analysis.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39465821	10.1097/md.0000000000040072	2024	The prognostic value and immunological role of calcium/calmodulin dependent protein kinase kinase 2 (CAMKK2) in pan-cancer study.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	37724301	10.1515/mr-2021-0032	2021	A commentary on: "A pan-cancer single-cell transcriptional atlas of tumor infiltrating myeloid cells" - tumor microenvironment: the Achilles heel of cancer.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	41872824	10.1186/s12876-026-04755-z	2026	Identification and validation of Kif15 as a potential diagnostic and prognostic biomarker in colon cancer.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	40478912	10.1371/journal.pone.0324438	2025	Identification and characterization of eccDNA-driven genes in humans.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39366532	10.1016/j.cellsig.2024.111445	2024	SNRPB2 in the pan-cancer landscape: A bioinformatics exploration and validation in hepatocellular carcinoma.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39394548	10.1007/s12672-024-01326-0	2024	EBNA1BP2 identified as potential prognostic biomarker for multiple tumor types in pan-cancer analysis.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38627863	10.1186/s40164-024-00509-3	2024	Pan-cancer transcriptional atlas of minimal residual disease links DUSP1 to chemotherapy persistence.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39286258	10.3389/fimmu.2024.1402951	2024	Multi-omics landscape of Interferon-stimulated gene OASL reveals a potential biomarker in pan-cancer: from prognosis to tumor microenvironment.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.1101/2024.06.08.598035	2024	An immunoediting map of human cancers	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38417544	10.1016/j.lfs.2024.122527	2024	Comprehensive pan-cancer analysis identifies the RNA-binding protein LRPPRC as a novel prognostic and immune biomarker.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.1101/2024.06.21.600089	2024	TimiGP-Response: the pan-cancer immune landscape associated with response to immunotherapy	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	NOT_FOUND	10.21203/rs.3.rs-3404877/v1	2023	Comprehensive Pancancer Analysis of TUBB6 as a Marker for Prognosis and Immunotherapy Response	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38814173	10.1097/fpc.0000000000000538	2024	Pan-cancer single-cell landscape of drug-metabolizing enzyme genes.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	38605349	10.1186/s12885-024-12213-w	2024	ESCO2's oncogenic role in human tumors: a pan-cancer analysis and experimental validation.	pan_cancer_record_full_text_has_no_NPC_mention	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	39018675	10.1016/j.imbio.2024.152836	2024	Identification of RNMT as an immunotherapeutic and prognostic biomarker: From pan-cancer analysis to lung squamous cell carcinoma validation.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
2_pan_cancer_no_NPC	34996776	10.1158/2159-8290.cd-rw2022-002	2022	Single-Cell T-cell Atlas Reveals Pan-Cancer T-cell States and Dynamics.	pan_cancer_record_no_retrievable_evidence_of_NPC_samples	retrieved from Q7/Q8 (anchor-repair queries); retrieved text does not evidence human NPC samples at single-cell resolution
